Replicate,UC1_AssignedTextUC,UC2_AssignedTextUC,UC3_AssignedTextUC,UC4_AssignedTextUC,UC5_AssignedTextUC,UC6_AssignedTextUC,UC7_AssignedTextUC,UC8_AssignedTextUC,UC9_AssignedTextUC,UC10_AssignedTextUC,UC11_AssignedTextUC,UC12_AssignedTextUC,UC13_AssignedTextUC,UC14_AssignedTextUC,UC15_AssignedTextUC,UC16_AssignedTextUC,UC17_AssignedTextUC,UC18_AssignedTextUC,UC19_AssignedTextUC,UC20_AssignedTextUC,UC21_AssignedTextUC
617,21,7,15,16,6,10,13,18,17,12,14,8,19,1,3,2,20,9,4,11,5
618,21,9,1,14,5,18,20,11,8,3,6,17,12,13,10,2,4,16,15,19,7
619,20,4,5,21,19,8,9,15,10,12,1,11,6,17,3,13,14,16,2,7,18
620,10,6,19,14,1,3,8,20,7,17,5,18,13,16,15,21,11,4,12,2,9
621,2,13,14,9,20,10,3,8,15,16,11,5,4,1,21,19,6,17,18,12,7
622,20,1,17,13,19,10,3,16,5,7,14,2,12,4,18,11,15,9,8,21,6
623,6,20,17,11,9,7,18,13,15,8,14,3,12,21,4,2,19,10,16,5,1
624,2,10,21,12,9,8,20,18,7,17,1,13,11,5,3,4,15,16,14,6,19
625,18,19,17,10,13,7,14,1,15,12,9,21,8,6,5,20,2,11,16,3,4
626,9,19,8,3,13,4,11,18,15,21,10,1,2,12,6,16,5,17,7,14,20
627,8,12,14,15,13,21,5,17,1,16,18,7,3,4,19,20,2,10,9,6,11
628,10,11,20,8,6,15,21,13,12,5,18,3,9,17,16,19,4,14,1,2,7
629,7,6,21,1,8,10,19,15,20,4,17,5,18,2,11,12,9,13,14,3,16
630,1,15,17,8,16,5,4,18,13,6,14,19,3,11,9,20,21,10,7,12,2
631,9,13,14,6,4,1,18,20,19,16,10,5,7,8,17,12,21,11,3,2,15
632,2,9,15,1,6,10,11,17,13,19,3,21,18,7,20,16,5,8,14,12,4
633,16,2,14,3,1,20,9,7,4,6,15,10,8,18,11,12,13,17,19,21,5
634,12,8,4,1,16,15,14,13,18,6,2,7,5,20,10,3,9,11,17,21,19
635,19,5,18,20,16,10,14,4,9,17,8,21,11,2,15,13,3,12,7,1,6
636,1,15,21,19,10,18,5,16,12,13,3,8,2,9,7,20,6,14,4,11,17
637,11,17,5,2,3,18,6,4,20,13,19,8,1,12,10,15,16,9,21,7,14
638,7,18,1,9,10,13,5,16,2,8,14,11,12,20,15,6,19,3,21,17,4
639,13,1,20,18,15,4,16,2,10,17,11,3,9,12,5,14,19,8,6,21,7
640,12,13,9,8,7,11,10,1,21,4,19,5,15,16,2,3,20,14,18,17,6
641,8,19,15,17,20,10,5,21,18,6,13,1,7,16,14,2,3,11,12,9,4
642,13,15,6,17,21,2,7,18,16,19,11,5,12,8,4,10,3,1,20,14,9
643,7,11,5,19,2,12,8,4,17,10,3,9,14,13,16,1,18,21,6,15,20
644,17,16,1,13,5,4,12,7,11,14,21,2,9,15,8,3,6,20,10,18,19
645,14,16,10,21,17,12,9,2,5,15,7,19,18,6,20,3,4,1,11,13,8
646,15,16,10,13,7,3,1,20,12,18,14,6,9,4,5,2,8,19,17,11,21
647,7,20,6,2,14,5,18,16,9,19,4,13,12,1,21,15,3,17,8,11,10
648,5,3,15,20,9,21,1,6,2,12,7,4,13,19,11,8,17,14,18,10,16
649,14,19,17,5,20,13,11,3,9,1,2,7,21,10,12,6,18,4,16,15,8
650,6,7,8,9,2,1,5,15,20,21,10,13,12,14,19,3,11,17,4,18,16
651,14,17,9,7,11,2,1,18,16,13,21,15,20,8,12,5,3,6,19,4,10
652,2,7,1,11,20,9,17,15,10,5,16,14,21,13,19,4,18,3,6,12,8
653,21,9,17,3,18,2,8,13,14,10,4,6,20,12,5,19,7,1,11,15,16
654,12,18,9,6,10,13,17,1,14,15,19,4,5,21,8,20,11,2,7,3,16
655,19,15,13,8,18,20,3,14,7,5,9,21,12,1,10,11,17,2,16,6,4
656,14,13,1,2,19,6,21,7,3,17,9,20,4,12,16,8,15,5,11,18,10
657,11,14,9,17,3,10,5,15,12,16,18,20,13,8,19,7,6,2,4,21,1
658,6,15,12,2,17,13,8,19,10,9,4,7,3,16,5,14,11,1,18,21,20
659,21,7,17,14,19,15,3,8,2,18,12,6,9,5,13,10,11,1,4,16,20
660,7,6,10,11,18,20,2,21,3,9,16,13,19,12,17,4,1,15,14,8,5
661,19,20,5,8,2,6,15,14,10,16,7,18,13,1,11,12,9,21,3,17,4
662,1,10,21,14,17,3,9,7,20,4,13,11,2,5,18,19,8,15,16,12,6
663,4,12,7,1,8,2,15,16,21,11,5,9,3,10,13,19,17,14,20,6,18
664,5,18,19,3,6,2,4,12,8,14,20,13,9,1,15,7,17,10,16,21,11
665,14,4,8,3,20,13,7,9,6,11,17,1,10,5,16,19,21,12,2,18,15
666,19,15,10,2,3,6,18,4,11,13,1,21,5,16,17,9,7,20,14,8,12
667,18,15,19,12,20,21,10,7,11,2,13,3,8,6,17,4,14,1,9,5,16
668,6,16,8,7,20,17,9,3,2,18,11,1,21,15,19,4,5,10,12,13,14
669,5,3,18,12,7,14,8,11,19,9,4,6,16,21,20,1,13,10,15,17,2
670,11,1,4,20,13,5,17,12,10,8,9,15,14,2,18,19,21,7,3,6,16
671,20,17,21,6,9,14,18,12,4,5,1,16,7,19,3,11,13,2,15,8,10
672,18,10,7,20,9,5,11,6,4,14,21,2,3,8,1,12,19,13,15,17,16
673,15,4,14,7,12,19,10,20,3,9,13,17,1,21,6,18,16,5,2,11,8
674,1,2,11,21,17,10,20,16,14,3,9,12,15,6,18,19,13,7,8,4,5
675,5,19,10,15,2,14,7,3,16,11,12,20,4,17,8,9,18,21,6,13,1
676,20,15,4,18,9,3,16,17,21,12,13,2,10,14,11,8,1,6,19,7,5
677,15,11,19,20,8,6,13,21,12,2,10,17,14,18,3,4,1,7,9,5,16
678,16,6,5,13,9,21,18,20,10,1,7,17,8,3,14,19,15,11,4,12,2
679,15,18,5,13,6,21,14,2,7,9,20,10,1,19,3,17,16,12,11,4,8
680,11,15,5,4,13,19,18,14,9,10,2,16,12,6,8,21,1,7,17,3,20
681,17,2,21,3,4,8,7,6,14,20,18,19,15,11,9,12,5,13,10,16,1
682,16,4,20,8,2,5,21,18,9,19,15,6,14,1,7,3,10,13,17,11,12
683,16,6,19,14,9,7,5,18,13,11,4,3,2,15,17,1,21,10,20,8,12
684,9,18,5,7,21,15,14,20,19,10,13,11,17,6,1,16,4,8,3,2,12
685,14,16,10,11,12,21,3,20,18,13,4,1,8,15,19,17,7,9,6,5,2
686,19,11,4,16,1,9,21,10,2,12,17,3,7,15,18,5,6,20,8,14,13
687,6,10,19,7,17,4,13,21,5,11,15,20,14,8,12,1,3,2,18,9,16
688,2,14,1,18,3,5,20,4,8,13,11,15,6,7,12,10,21,19,9,16,17
689,5,15,7,13,14,10,3,17,12,8,18,6,9,11,21,19,16,20,2,4,1
690,17,1,14,2,15,5,11,16,6,20,12,4,7,3,9,10,18,8,19,21,13
691,8,3,4,11,21,14,2,5,7,9,15,16,10,18,20,13,19,6,1,17,12
692,1,11,2,9,13,6,5,14,3,10,19,8,17,18,21,16,12,20,4,15,7
693,9,4,20,8,2,18,14,5,10,19,21,12,11,3,7,13,6,1,16,15,17
694,2,7,1,18,14,16,4,10,8,15,20,9,12,21,13,6,11,3,19,17,5
695,4,10,2,11,18,15,8,1,12,17,6,3,9,16,5,14,19,20,13,7,21
696,1,8,3,15,2,6,7,13,5,12,9,4,17,16,21,18,19,10,20,11,14
697,11,8,19,9,3,17,14,10,21,15,5,4,16,2,20,18,7,12,13,1,6
698,3,12,16,9,14,2,21,19,15,20,7,6,8,4,5,10,1,17,11,13,18
699,9,21,10,13,1,12,16,3,20,11,6,14,19,8,7,4,2,18,15,17,5
700,4,15,5,16,14,21,7,20,9,3,6,11,1,18,10,13,2,12,19,8,17
701,13,5,19,6,17,16,10,3,20,4,15,1,2,18,14,12,8,7,21,11,9
702,17,6,7,3,21,16,14,11,20,10,15,13,18,9,5,1,2,8,4,19,12
703,15,8,7,13,11,6,20,4,3,12,18,16,17,2,5,14,9,10,21,1,19
704,18,1,14,5,20,10,8,6,13,21,11,15,3,12,4,16,9,19,7,17,2
705,17,2,19,20,4,6,5,7,21,1,12,11,14,16,8,9,10,18,15,13,3
706,9,16,21,18,19,15,7,5,14,12,8,13,17,4,11,10,6,1,2,20,3
707,16,1,6,15,9,8,4,12,7,3,10,18,20,21,2,14,13,19,11,5,17
708,2,12,8,3,16,11,5,6,19,1,7,10,14,18,20,13,15,9,4,21,17
709,2,3,20,4,13,1,6,7,10,12,19,14,5,15,17,9,21,11,8,18,16
710,18,11,20,9,19,17,6,2,1,16,13,14,4,8,21,5,15,7,10,3,12
711,2,13,5,21,17,4,19,14,9,16,18,6,11,10,12,3,20,1,8,7,15
712,2,18,17,5,21,10,1,15,12,7,4,13,8,20,9,3,19,16,6,11,14
713,8,19,15,10,3,16,17,21,13,18,2,12,20,7,6,4,11,1,9,5,14
714,1,2,21,3,18,16,12,7,19,10,9,20,14,8,15,5,11,17,4,13,6
715,3,5,10,16,7,21,11,14,19,18,13,2,20,4,17,9,8,12,6,1,15
716,17,12,15,5,3,13,14,19,8,16,9,18,2,1,10,6,4,11,7,20,21
717,4,3,9,15,6,2,10,14,19,13,18,12,7,16,5,20,17,1,8,11,21
718,17,8,6,21,18,19,14,3,1,7,4,2,15,13,5,16,20,12,10,11,9
719,17,12,14,10,16,21,2,4,9,8,5,20,1,7,3,6,13,11,15,18,19
720,4,7,13,14,1,6,10,8,2,16,11,5,21,19,20,18,9,3,17,12,15
721,14,2,17,10,6,20,1,3,19,18,4,21,8,7,9,12,16,5,13,11,15
722,11,3,6,5,20,9,4,1,13,12,15,8,10,21,7,2,17,18,16,19,14
723,9,3,14,13,8,15,2,7,6,19,16,17,10,20,11,12,1,21,18,5,4
724,6,8,20,1,3,17,15,14,10,7,21,11,5,12,2,13,18,16,9,4,19
725,15,3,2,19,14,18,13,10,4,9,11,21,5,7,12,1,8,6,17,20,16
726,20,13,11,18,16,9,2,3,21,7,17,6,19,8,1,14,12,15,10,4,5
727,20,18,3,6,4,19,10,7,8,5,16,21,9,1,17,11,13,12,14,2,15
728,20,3,11,16,21,1,18,2,9,12,10,19,7,4,13,5,14,15,6,17,8
729,1,13,17,10,3,16,18,9,7,8,14,5,2,19,12,11,4,21,20,15,6
730,4,6,20,3,18,11,16,7,21,15,17,10,1,5,13,9,19,2,8,14,12
731,18,17,9,13,7,21,16,3,20,11,1,8,6,19,5,4,2,14,12,15,10
732,12,3,14,17,20,9,21,18,8,6,15,1,11,16,13,2,19,5,7,10,4
733,8,12,2,19,6,17,18,13,4,1,14,10,20,5,11,7,3,9,21,15,16
734,17,9,11,13,6,18,20,10,2,21,19,4,1,14,12,16,7,5,8,3,15
735,11,19,10,20,8,1,9,3,18,13,4,12,14,17,15,2,6,5,21,7,16
736,9,13,11,21,17,14,10,6,3,2,7,16,18,20,8,5,12,15,4,19,1
737,8,15,6,5,2,19,1,3,16,18,7,12,4,13,9,21,14,11,20,17,10
738,20,4,7,6,10,3,17,9,18,5,13,21,8,11,19,14,12,2,1,15,16
739,3,7,11,5,8,15,17,2,6,9,13,18,21,1,10,19,20,14,12,16,4
740,9,7,13,6,8,17,18,2,15,20,21,11,16,4,19,3,5,10,14,12,1
741,11,7,4,1,5,19,14,18,13,6,20,21,2,17,8,16,12,15,3,9,10
742,7,1,14,3,18,15,17,21,20,6,4,9,10,5,19,11,16,8,13,2,12
743,14,13,12,21,15,3,2,8,17,10,7,16,6,19,4,11,9,18,20,1,5
744,2,21,15,1,4,6,11,9,8,19,13,5,14,10,17,12,3,18,20,16,7
745,19,11,6,14,2,13,17,10,18,16,4,21,3,9,5,1,7,20,8,12,15
746,8,13,6,2,5,7,10,1,21,12,20,11,19,15,14,4,16,17,3,9,18
747,7,15,13,14,20,18,8,1,4,16,3,9,12,10,19,21,5,11,2,6,17
748,17,3,13,16,5,19,2,4,10,11,12,8,6,18,9,14,1,21,7,15,20
749,15,5,10,8,16,2,18,20,17,6,19,11,9,7,13,21,4,3,14,12,1
750,20,15,1,3,9,8,10,12,11,4,14,6,16,18,7,5,13,21,2,19,17
751,2,11,8,1,12,14,7,10,19,17,3,21,4,5,9,15,16,20,6,18,13
752,10,5,2,1,9,13,14,20,21,6,7,19,17,15,8,18,4,11,12,3,16
753,5,18,8,4,17,7,13,19,9,2,12,6,15,11,1,10,14,21,16,20,3
754,1,3,7,13,4,12,17,15,2,20,8,14,10,21,9,18,16,19,11,6,5
755,16,15,13,4,1,19,11,9,18,17,21,6,20,10,8,7,5,2,12,3,14
756,1,14,9,19,6,12,16,15,21,2,4,5,10,3,17,18,7,20,8,13,11
757,8,5,4,13,1,2,19,15,7,18,14,11,17,6,3,21,12,16,10,20,9
758,9,20,2,14,16,15,18,10,12,3,13,8,4,1,19,7,21,17,6,11,5
759,12,9,19,14,16,6,11,10,8,7,21,3,18,5,4,15,2,13,17,20,1
760,6,16,12,5,10,9,18,21,3,1,13,2,19,20,14,4,17,8,7,11,15
761,17,21,15,3,20,6,16,4,12,13,11,10,1,14,8,19,9,7,2,5,18
762,1,5,7,9,4,13,15,2,12,11,8,3,16,21,17,6,19,14,18,20,10
763,9,3,2,7,18,8,10,1,12,11,14,16,4,5,6,17,13,20,15,19,21
764,3,9,10,21,20,4,11,16,13,6,5,15,19,18,2,7,8,17,1,14,12
765,12,9,8,18,20,14,10,2,11,15,13,6,4,5,1,7,19,17,21,16,3
766,16,2,9,21,3,14,20,7,17,11,18,12,13,10,5,19,4,15,6,1,8
767,14,20,4,18,5,12,17,11,10,15,13,2,7,19,21,1,8,9,3,16,6
768,12,20,16,3,7,8,19,10,17,18,1,4,13,21,14,2,6,15,9,5,11
769,19,12,15,8,18,13,2,9,16,21,5,4,6,10,1,3,7,17,14,20,11
770,21,5,16,7,6,12,4,8,11,10,17,13,15,1,3,20,18,14,9,2,19
771,1,18,4,15,7,13,11,3,19,12,10,2,17,6,5,14,21,16,20,8,9
772,21,16,5,8,7,11,17,20,18,4,19,2,12,13,15,3,10,6,1,14,9
773,2,6,1,15,21,3,8,13,14,19,12,16,20,4,18,7,10,17,11,9,5
774,4,16,2,18,9,10,15,5,8,17,19,7,1,12,3,11,20,6,21,13,14
775,2,1,14,17,6,20,13,4,5,15,18,7,21,8,9,11,16,10,3,19,12
776,14,12,19,11,20,16,21,3,17,13,7,5,18,1,15,4,10,9,8,2,6
777,14,17,11,2,15,12,5,19,16,8,18,6,21,20,9,13,10,1,4,3,7
778,1,10,13,5,14,19,11,12,2,9,16,17,18,21,6,15,4,20,7,3,8
779,11,5,6,7,20,13,2,4,16,15,10,1,12,19,14,17,18,21,8,3,9
780,5,7,21,11,10,20,14,3,16,1,19,18,17,4,9,13,2,6,15,8,12
781,7,11,5,4,15,13,9,19,3,17,12,1,2,6,8,18,21,14,20,10,16
782,6,15,3,20,13,9,10,18,2,19,7,4,11,5,1,14,8,21,17,16,12
783,8,7,9,11,16,15,2,6,10,14,21,12,3,1,17,19,4,13,18,20,5
784,6,20,5,18,1,17,10,14,16,2,13,9,15,12,4,3,21,8,19,11,7
785,21,2,9,6,11,15,12,14,19,7,20,8,10,3,1,13,18,5,16,17,4
786,11,20,14,2,12,9,13,10,17,5,1,4,3,18,6,21,8,15,7,19,16
787,7,17,18,4,1,14,10,11,2,3,8,16,12,15,5,6,9,19,13,21,20
788,10,17,15,19,14,7,21,2,12,13,3,5,1,18,16,20,4,6,8,11,9
789,2,17,15,10,8,21,11,9,7,20,4,19,18,14,3,13,16,5,1,6,12
790,8,19,12,14,1,6,10,15,9,7,16,20,11,21,4,3,13,5,2,17,18
791,10,4,18,6,13,21,3,14,16,11,2,20,17,9,15,8,5,19,7,1,12
792,13,21,8,17,4,12,7,6,5,19,15,20,11,10,3,1,18,9,16,14,2
793,1,15,4,13,6,9,2,16,17,10,20,11,18,5,8,7,19,12,14,3,21
794,18,8,5,11,2,1,15,7,6,4,19,10,17,12,3,14,16,13,9,20,21
795,10,15,5,4,2,7,11,16,3,9,1,19,13,18,12,17,6,14,8,21,20
796,1,17,20,16,11,13,15,6,14,21,10,9,18,4,19,7,8,12,2,3,5
797,5,3,8,2,18,16,15,21,7,10,9,6,17,13,20,19,4,11,1,14,12
798,15,7,5,3,20,14,4,1,18,17,13,2,19,21,16,9,11,10,6,12,8
799,21,15,14,13,1,20,5,2,6,17,7,10,9,12,11,3,19,16,8,4,18
800,5,19,21,2,15,6,3,14,1,4,13,10,11,18,20,9,17,7,8,12,16
801,9,8,16,13,12,21,17,18,6,14,5,3,2,7,19,4,15,20,10,11,1
802,8,6,13,15,21,17,16,10,1,19,5,18,12,3,7,4,11,20,2,14,9
803,6,18,17,4,11,12,3,2,10,7,5,19,1,13,9,14,15,21,8,20,16
804,7,15,14,12,9,17,18,10,8,19,16,21,13,1,20,11,6,2,3,5,4
805,17,1,11,16,4,13,3,21,9,18,14,7,12,20,5,2,15,8,6,19,10
806,12,21,10,3,9,6,5,20,18,17,19,11,16,14,4,7,13,2,15,1,8
807,13,8,14,20,18,4,3,21,12,16,6,7,9,17,5,15,10,1,11,2,19
808,3,6,18,5,4,2,17,10,12,1,13,11,20,14,8,7,21,16,19,9,15
809,12,21,16,1,18,9,15,20,10,11,7,6,4,8,5,19,17,3,14,2,13
810,17,4,18,10,16,20,2,12,8,1,9,5,6,15,7,14,19,13,3,21,11
811,9,4,5,16,3,20,21,7,6,13,1,18,15,11,14,17,2,8,10,12,19
812,7,20,2,13,8,17,19,21,10,1,5,6,9,3,18,14,16,12,15,4,11
813,16,17,5,3,10,9,8,14,6,1,2,21,11,18,7,15,12,4,19,13,20
814,11,21,10,14,1,16,15,19,17,7,9,6,2,5,8,12,13,3,4,18,20
815,16,7,1,11,14,18,4,21,19,8,20,17,2,13,6,9,12,10,5,3,15
816,2,4,7,18,8,9,12,17,14,20,10,3,5,1,6,13,19,16,15,11,21
817,18,20,16,15,1,21,7,14,3,9,13,19,6,5,12,2,8,11,17,4,10
818,18,16,21,5,19,1,9,13,11,15,3,14,20,10,7,12,6,2,4,8,17
819,16,4,8,21,13,5,18,14,3,20,11,19,9,10,7,17,2,1,6,15,12
820,18,17,19,10,20,1,13,9,7,2,3,6,15,11,5,4,14,16,21,12,8
821,20,3,15,8,11,18,4,7,12,5,21,13,17,9,19,2,16,10,1,6,14
822,1,14,6,8,7,4,11,2,13,18,3,12,16,17,9,15,19,5,10,21,20
823,14,12,13,9,1,20,16,7,4,3,11,8,5,15,18,21,6,17,2,10,19
824,9,16,20,21,18,2,15,5,17,1,12,4,10,7,19,14,6,3,8,11,13
825,17,19,6,8,21,3,9,18,14,10,2,1,15,4,12,7,16,13,20,5,11
826,8,15,5,10,9,2,1,3,4,6,17,13,11,19,18,21,16,14,7,20,12
827,7,5,4,9,18,11,12,3,19,13,10,15,21,14,1,20,6,16,17,2,8
828,5,10,18,19,16,12,20,14,9,13,2,7,21,6,3,15,8,11,17,4,1
829,9,20,8,1,19,21,16,11,17,10,15,13,12,18,14,5,6,2,7,3,4
830,8,2,19,12,18,11,3,20,9,15,10,1,6,4,5,7,14,21,16,13,17
831,21,4,2,16,6,19,3,13,11,1,7,12,18,9,20,15,8,5,17,14,10
832,13,12,4,19,18,21,3,15,14,7,1,16,5,6,8,10,20,2,11,9,17
833,9,5,2,14,6,3,21,16,19,10,17,11,1,13,8,18,15,7,12,20,4
834,1,13,7,16,4,3,15,12,6,5,21,19,2,17,8,14,9,10,20,18,11
835,4,10,16,13,21,1,5,8,11,20,6,19,2,14,15,12,7,18,17,3,9
836,14,15,17,11,21,9,3,1,16,20,4,13,6,19,7,8,10,18,12,2,5
837,10,3,1,18,16,2,12,11,6,8,19,9,4,17,15,14,13,5,20,7,21
838,12,7,14,18,8,9,3,16,10,21,15,20,19,2,6,13,4,17,5,11,1
839,18,2,6,16,4,19,8,1,10,11,7,14,12,5,21,20,13,9,15,17,3
840,19,16,13,3,1,17,15,20,2,21,7,14,4,18,5,10,11,9,8,12,6
841,4,15,13,10,9,2,19,6,11,5,14,3,18,1,12,16,7,17,8,21,20
842,14,18,5,8,20,7,17,1,15,19,12,11,2,16,21,3,9,4,10,6,13
843,11,21,17,5,10,1,18,13,7,2,15,4,9,20,14,19,3,16,6,8,12
844,13,8,15,12,9,10,7,3,14,4,21,17,6,16,11,18,20,2,1,5,19
845,19,16,1,12,3,7,9,8,10,4,18,21,13,15,5,17,14,20,2,6,11
846,19,21,15,8,17,4,5,7,6,3,13,10,9,20,11,16,12,1,2,18,14
847,11,12,19,18,15,16,6,1,21,17,14,7,3,5,13,8,10,2,4,9,20
848,4,15,10,14,9,18,19,1,21,7,6,2,13,16,20,17,3,8,11,5,12
849,17,6,1,9,15,2,5,4,18,7,10,13,16,11,21,20,8,3,12,19,14
850,15,7,3,17,19,11,10,12,6,5,20,1,8,4,14,21,13,2,9,16,18
851,5,21,3,10,18,11,13,17,12,8,9,16,15,4,7,20,2,14,6,1,19
852,3,1,20,19,15,17,8,6,4,5,21,18,10,13,11,16,12,14,9,2,7
853,4,13,1,6,14,21,11,10,2,16,8,19,17,12,5,9,18,3,20,15,7
854,15,21,10,11,1,7,12,19,9,20,14,18,16,5,6,3,4,17,8,2,13
855,8,3,10,4,18,14,12,16,5,9,11,2,1,6,19,20,13,17,15,7,21
856,16,20,4,7,2,1,18,14,21,12,6,13,5,11,17,15,3,19,8,9,10
857,6,18,12,15,9,1,14,19,13,11,2,4,5,3,17,21,16,10,8,20,7
858,19,2,4,3,14,16,9,5,15,10,17,1,11,13,8,12,20,7,21,6,18
859,2,8,11,7,16,4,13,21,3,9,12,1,14,5,18,17,6,20,19,15,10
860,20,5,14,4,10,19,15,21,13,6,7,12,2,1,11,18,16,9,3,17,8
861,13,6,11,21,4,18,17,20,7,19,8,12,16,9,2,10,5,15,14,1,3
862,3,16,21,2,9,20,15,10,11,4,19,14,6,5,7,1,12,8,13,18,17
863,12,18,16,7,15,9,3,20,17,2,19,5,10,1,6,21,14,13,4,8,11
864,10,8,12,20,13,7,9,21,3,1,17,16,18,14,6,11,15,2,4,5,19
865,6,3,4,12,10,8,2,17,11,18,20,21,13,1,15,7,19,9,14,16,5
866,13,3,1,21,17,7,15,14,11,10,8,16,4,9,12,19,20,6,5,2,18
867,18,11,4,14,16,21,15,6,17,1,10,9,8,2,19,13,3,12,7,5,20
868,1,19,17,2,5,18,20,7,12,10,21,13,16,4,6,15,14,8,11,3,9
869,15,10,12,4,17,2,1,11,6,14,18,19,3,20,5,7,21,9,16,8,13
870,5,11,13,15,21,2,9,12,6,19,14,7,8,17,18,4,20,1,3,16,10
871,21,14,6,9,20,15,2,1,10,13,17,3,18,5,8,19,11,16,12,7,4
872,12,14,20,11,15,9,8,5,13,10,3,17,19,16,2,18,1,7,21,4,6
873,1,11,9,15,8,7,13,3,2,19,16,4,21,17,18,5,12,20,10,14,6
874,9,20,8,6,15,5,14,11,2,4,3,7,12,17,13,21,19,18,16,1,10
875,10,2,18,14,8,16,4,6,15,17,5,13,11,19,3,7,9,12,1,21,20
876,7,10,3,5,18,15,4,1,8,12,16,17,14,11,19,6,20,9,13,21,2
877,8,5,20,6,19,2,3,10,4,21,15,16,1,12,9,18,17,11,14,13,7
878,6,20,18,21,3,4,1,19,10,13,15,7,8,2,12,5,14,16,11,9,17
879,11,6,19,10,1,20,15,17,9,13,2,3,8,21,5,18,12,14,4,7,16
880,7,11,21,10,17,3,5,4,6,12,8,9,1,20,19,14,2,18,16,13,15
881,7,19,3,14,15,21,11,5,13,18,12,2,4,20,17,8,1,10,9,6,16
882,21,8,11,14,17,3,2,4,5,13,10,15,6,20,7,16,18,19,1,9,12
883,20,3,18,1,21,4,12,11,2,15,7,13,14,16,10,6,9,8,19,5,17
884,1,20,10,2,21,3,16,6,4,17,9,18,15,8,14,19,12,13,5,7,11
885,18,10,2,15,12,9,7,19,4,6,3,16,8,14,21,5,13,20,17,1,11
886,20,8,13,21,6,15,19,18,12,11,10,2,4,1,14,9,5,16,7,3,17
887,4,19,5,18,8,6,7,16,17,1,13,11,12,3,21,9,20,10,14,2,15
888,10,21,9,3,15,17,20,4,2,16,8,18,11,12,1,5,13,14,6,7,19
889,12,11,6,13,4,18,17,2,20,16,7,3,19,15,21,14,9,5,8,1,10
890,5,7,19,8,15,2,21,16,14,4,17,13,9,10,20,11,1,6,12,3,18
891,8,18,6,20,4,9,5,14,3,16,13,11,17,7,1,2,10,19,21,15,12
892,14,3,12,18,4,6,7,10,1,13,16,9,15,20,19,11,5,8,17,21,2
893,6,3,11,18,7,20,12,17,15,16,14,10,2,13,1,8,4,5,21,9,19
894,1,13,21,2,3,12,7,17,15,10,19,14,4,16,5,9,8,18,11,6,20
895,19,4,17,21,10,8,12,13,7,1,9,3,14,2,15,11,16,20,18,5,6
896,12,4,18,1,11,3,17,20,8,10,14,13,19,16,5,2,7,15,6,9,21
897,14,2,21,5,6,11,17,9,10,1,20,18,3,16,12,15,19,13,4,7,8
898,21,2,8,16,1,3,9,12,10,20,19,18,7,17,15,6,13,4,11,14,5
899,3,5,7,21,13,12,4,20,15,6,14,8,2,11,18,9,17,10,19,16,1
900,14,15,19,10,3,11,5,16,18,17,2,6,12,21,20,8,13,4,9,7,1
901,9,8,1,20,12,18,7,19,14,13,11,17,4,2,5,21,15,3,6,10,16
902,21,12,3,8,4,18,9,19,16,20,13,14,6,10,15,11,17,5,1,7,2
903,2,8,4,12,5,3,16,13,17,6,21,9,18,10,19,11,7,15,1,20,14
904,5,18,11,13,7,20,14,8,21,4,19,17,2,10,3,12,9,16,1,6,15
905,6,5,17,11,12,16,21,3,4,1,14,13,15,9,8,2,10,18,19,7,20
906,10,13,21,3,18,19,16,17,12,4,2,8,11,9,14,20,6,7,15,5,1
907,19,16,10,20,8,6,15,4,1,11,7,21,2,9,12,13,5,14,3,18,17
908,2,4,21,20,13,18,6,5,19,14,10,1,15,7,9,12,8,3,11,16,17
909,6,8,12,3,11,14,1,18,9,10,2,4,19,5,13,20,21,16,17,7,15
910,11,16,9,3,13,5,15,18,21,19,14,10,1,20,12,17,2,7,4,6,8
911,17,5,4,10,21,2,16,6,18,9,20,1,13,3,15,12,11,8,14,19,7
912,3,2,6,14,20,15,8,4,11,13,16,9,10,18,5,7,17,19,1,12,21
913,2,7,1,13,8,21,20,3,4,16,12,10,17,5,14,9,19,15,6,18,11
914,9,13,1,4,20,19,12,10,17,6,16,18,3,15,5,7,2,8,11,21,14
915,3,20,21,16,15,6,8,1,12,5,10,13,4,7,9,11,19,14,18,17,2
916,4,5,7,3,6,8,16,19,1,17,20,12,15,21,13,11,9,14,2,10,18
917,5,18,10,17,3,11,19,16,7,14,15,12,2,21,8,6,9,20,1,13,4
918,13,3,14,2,1,19,10,16,6,9,7,8,5,20,21,11,12,4,15,17,18
919,15,4,3,14,2,17,8,5,1,12,6,20,10,11,18,13,19,21,9,16,7
920,15,18,21,1,6,8,20,12,2,14,10,9,4,3,16,11,5,17,19,7,13
921,19,1,17,3,11,12,6,5,9,10,8,20,4,14,21,18,15,16,2,7,13
922,5,21,14,16,20,2,19,17,13,8,9,18,10,7,12,1,4,15,6,3,11
923,14,18,3,7,5,21,11,8,13,10,12,2,19,17,9,20,15,16,6,4,1
924,13,4,14,5,11,3,19,7,18,6,2,16,17,10,1,8,15,20,12,9,21
925,20,2,4,19,17,6,11,13,16,15,3,12,7,10,18,9,1,5,8,21,14
926,6,12,8,1,3,19,11,20,4,10,5,21,7,14,2,13,18,15,9,17,16
927,13,14,20,7,2,3,18,12,11,6,5,15,19,10,16,8,17,9,21,4,1
