QueryID,Model,Run,File,ClassRaw,ClassCanonical,MethodName,Signature,DeclaredUC,CollapsedSourceRows,FirstSourceRow,QueryText
Q001038,Claude3.7,6,Claude3.7_run6.json,UserCredentials,UserCredentials,authenticate,"+ authenticate (email : String, password : String) : ValidationResult",2,1,1203,Class: User Credentials. Method: authenticate. Signature: authenticate email String password String Validation Result.
Q001039,Claude3.7,6,Claude3.7_run6.json,UserCredentials,UserCredentials,generateResetToken,+ generateResetToken () : String,3,1,1204,Class: User Credentials. Method: generate Reset Token. Signature: generate Reset Token String.
Q001040,Claude3.7,6,Claude3.7_run6.json,UserCredentials,UserCredentials,incrementFailedAttempts,+ incrementFailedAttempts () : Integer,2,1,1205,Class: User Credentials. Method: increment Failed Attempts. Signature: increment Failed Attempts Integer.
Q001041,Claude3.7,6,Claude3.7_run6.json,UserCredentials,UserCredentials,isTokenExpired,+ isTokenExpired () : Boolean,3,1,1206,Class: User Credentials. Method: is Token Expired. Signature: is Token Expired Boolean.
Q001042,Claude3.7,6,Claude3.7_run6.json,UserCredentials,UserCredentials,recordPasswordChange,+ recordPasswordChange (),3,1,1207,Class: User Credentials. Method: record Password Change. Signature: record Password Change.
Q001043,Claude3.7,6,Claude3.7_run6.json,UserCredentials,UserCredentials,resetPassword,"+ resetPassword (token : String, newPassword : String) : ValidationResult",3,1,1208,Class: User Credentials. Method: reset Password. Signature: reset Password token String new Password String Validation Result.
Q001044,Claude3.7,6,Claude3.7_run6.json,UserCredentials,UserCredentials,updateLastLoginDate,+ updateLastLoginDate (),2,1,1209,Class: User Credentials. Method: update Last Login Date. Signature: update Last Login Date.
Q001045,Claude3.7,6,Claude3.7_run6.json,UserCredentials,UserCredentials,validateToken,+ validateToken (token : String) : ValidationResult,3,1,1210,Class: User Credentials. Method: validate Token. Signature: validate Token token String Validation Result.
Q001046,Claude3.7,6,Claude3.7_run6.json,UserProfile,UserProfile,updateLastModified,+ updateLastModified (),4,1,1211,Class: User Profile. Method: update Last Modified. Signature: update Last Modified.
Q001047,Claude3.7,6,Claude3.7_run6.json,UserProfile,UserProfile,updateProfile,"+ updateProfile (name : String, phoneNumber : String, address : Address) : ValidationResult",4,1,1212,Class: User Profile. Method: update Profile. Signature: update Profile name String phone Number String address Address Validation Result.
Q001048,Claude3.7,6,Claude3.7_run6.json,UserProfile,UserProfile,validateProfile,+ validateProfile () : ValidationResult,1,1,1213,Class: User Profile. Method: validate Profile. Signature: validate Profile Validation Result.
Q001049,Claude3.7,6,Claude3.7_run6.json,UserProfile,UserProfile,verifyEmail,+ verifyEmail (),1,1,1214,Class: User Profile. Method: verify Email. Signature: verify Email.
Q001050,Claude3.7,6,Claude3.7_run6.json,ValidationResult,ValidationResult,addMessage,+ addMessage (message : String),1,1,1215,Class: Validation Result. Method: add Message. Signature: add Message message String.
Q001051,Claude3.7,6,Claude3.7_run6.json,ValidationResult,ValidationResult,isValid,+ isValid () : Boolean,1,1,1216,Class: Validation Result. Method: is Valid. Signature: is Valid Boolean.
Q001052,Claude3.7,6,Claude3.7_run6.json,WasteJourney,WasteJourney,addStage,+ addStage (stage : Stage),10,1,1217,Class: Waste Journey. Method: add Stage. Signature: add Stage stage Stage.
Q001053,Claude3.7,6,Claude3.7_run6.json,WasteJourney,WasteJourney,cancelJourney,+ cancelJourney (),10,1,1218,Class: Waste Journey. Method: cancel Journey. Signature: cancel Journey.
Q001054,Claude3.7,6,Claude3.7_run6.json,WasteJourney,WasteJourney,completeJourney,+ completeJourney (),10,1,1219,Class: Waste Journey. Method: complete Journey. Signature: complete Journey.
Q001055,Claude3.7,6,Claude3.7_run6.json,WasteJourney,WasteJourney,createJourney,+ createJourney (),10,1,1220,Class: Waste Journey. Method: create Journey. Signature: create Journey.
Q001056,Claude3.7,6,Claude3.7_run6.json,WasteJourney,WasteJourney,generateTrackingCode,+ generateTrackingCode () : String,10,1,1221,Class: Waste Journey. Method: generate Tracking Code. Signature: generate Tracking Code String.
Q001057,Claude3.7,6,Claude3.7_run6.json,WasteJourney,WasteJourney,updateLocation,+ updateLocation (location : Address),10,1,1222,Class: Waste Journey. Method: update Location. Signature: update Location location Address.
Q001058,Claude3.7,6,Claude3.7_run6.json,WasteJourney,WasteJourney,validateTrackingCode,+ validateTrackingCode (code : String) : ValidationResult,10,1,1223,Class: Waste Journey. Method: validate Tracking Code. Signature: validate Tracking Code code String Validation Result.
Q001059,Claude3.7,7,Claude3.7_run7.json,Address,Address,isVerified,+ isVerified () : Boolean,1,1,1224,Class: Address. Method: is Verified. Signature: is Verified Boolean.
Q001060,Claude3.7,7,Claude3.7_run7.json,Address,Address,markAsVerified,+ markAsVerified (),1,1,1225,Class: Address. Method: mark As Verified. Signature: mark As Verified.
Q001061,Claude3.7,7,Claude3.7_run7.json,Address,Address,validate,+ validate () : ValidationResult,1,1,1226,Class: Address. Method: validate. Signature: validate Validation Result.
Q001062,Claude3.7,7,Claude3.7_run7.json,CollectionPoint,CollectionPoint,addOperatingHours,+ addOperatingHours (hours : OpeningHours) : ValidationResult,20,1,1227,Class: Collection Point. Method: add Operating Hours. Signature: add Operating Hours hours Opening Hours Validation Result.
Q001063,Claude3.7,7,Claude3.7_run7.json,CollectionPoint,CollectionPoint,removeOperatingHours,+ removeOperatingHours (dayOfWeek : DayOfWeek),20,1,1229,Class: Collection Point. Method: remove Operating Hours. Signature: remove Operating Hours day Of Week Day Of Week.
Q001064,Claude3.7,7,Claude3.7_run7.json,CollectionPoint,CollectionPoint,validateOperatingHours,+ validateOperatingHours () : ValidationResult,20,1,1230,Class: Collection Point. Method: validate Operating Hours. Signature: validate Operating Hours Validation Result.
Q001065,Claude3.7,7,Claude3.7_run7.json,CollectionRequest,CollectionRequest,validateCollectionDetails,+ validateCollectionDetails () : ValidationResult,6,1,1231,Class: Collection Request. Method: validate Collection Details. Signature: validate Collection Details Validation Result.
Q001066,Claude3.7,7,Claude3.7_run7.json,Coordinates,Coordinates,calculateDistance,+ calculateDistance (other : Coordinates) : Float,14,1,1232,Class: Coordinates. Method: calculate Distance. Signature: calculate Distance other Coordinates Float.
Q001067,Claude3.7,7,Claude3.7_run7.json,Coordinates,Coordinates,isValid,+ isValid () : Boolean,20,1,1233,Class: Coordinates. Method: is Valid. Signature: is Valid Boolean.
Q001068,Claude3.7,7,Claude3.7_run7.json,NotificationService,NotificationService,sendNotification,"+ sendNotification (recipient : UserProfile, type : NotificationType, data : Map)",1,1,1234,Class: Notification Service. Method: send Notification. Signature: send Notification recipient User Profile type Notification Type data Map.
Q001069,Claude3.7,7,Claude3.7_run7.json,NotificationTemplate,NotificationTemplate,getFormattedContent,+ getFormattedContent (data : Map) : String,1,1,1236,Class: Notification Template. Method: get Formatted Content. Signature: get Formatted Content data Map String.
Q001070,Claude3.7,7,Claude3.7_run7.json,OpeningHours,OpeningHours,isValid,+ isValid () : Boolean,20,1,1237,Class: Opening Hours. Method: is Valid. Signature: is Valid Boolean.
Q001071,Claude3.7,7,Claude3.7_run7.json,Product,Product,archiveListing,+ archiveListing (),13,1,1238,Class: Product. Method: archive Listing. Signature: archive Listing.
Q001072,Claude3.7,7,Claude3.7_run7.json,Product,Product,calculateSustainabilityScore,+ calculateSustainabilityScore () : Float,5,1,1239,Class: Product. Method: calculate Sustainability Score. Signature: calculate Sustainability Score Float.
Q001073,Claude3.7,7,Claude3.7_run7.json,Product,Product,createListing,+ createListing () : ValidationResult,5,1,1240,Class: Product. Method: create Listing. Signature: create Listing Validation Result.
Q001074,Claude3.7,7,Claude3.7_run7.json,Product,Product,publishListing,+ publishListing (),5,1,1241,Class: Product. Method: publish Listing. Signature: publish Listing.
Q001075,Claude3.7,7,Claude3.7_run7.json,Product,Product,updateListing,+ updateListing () : ValidationResult,13,1,1242,Class: Product. Method: update Listing. Signature: update Listing Validation Result.
Q001076,Claude3.7,7,Claude3.7_run7.json,Product,Product,validateListing,+ validateListing () : ValidationResult,5,1,1243,Class: Product. Method: validate Listing. Signature: validate Listing Validation Result.
Q001077,Claude3.7,7,Claude3.7_run7.json,RoleManager,RoleManager,assignRole,"+ assignRole (userAccount : UserAccount, role : UserRole) : ValidationResult",21,1,1244,Class: Role Manager. Method: assign Role. Signature: assign Role user Account User Account role User Role Validation Result.
Q001078,Claude3.7,7,Claude3.7_run7.json,RoleManager,RoleManager,isRoleChangeAllowed,"+ isRoleChangeAllowed (currentRole : UserRole, newRole : UserRole) : Boolean",21,1,1245,Class: Role Manager. Method: is Role Change Allowed. Signature: is Role Change Allowed current Role User Role new Role User Role Boolean.
Q001079,Claude3.7,7,Claude3.7_run7.json,RoutePlan,RoutePlan,addWaypoint,+ addWaypoint (coordinate : Coordinates),9,1,1246,Class: Route Plan. Method: add Waypoint. Signature: add Waypoint coordinate Coordinates.
Q001080,Claude3.7,7,Claude3.7_run7.json,RoutePlan,RoutePlan,isValid,+ isValid () : Boolean,9,1,1247,Class: Route Plan. Method: is Valid. Signature: is Valid Boolean.
Q001081,Claude3.7,7,Claude3.7_run7.json,RoutePlan,RoutePlan,optimizeRoute,+ optimizeRoute (),9,1,1248,Class: Route Plan. Method: optimize Route. Signature: optimize Route.
Q001082,Claude3.7,7,Claude3.7_run7.json,SearchFilter,SearchFilter,addCategory,+ addCategory (category : ProductCategory),14,1,1249,Class: Search Filter. Method: add Category. Signature: add Category category Product Category.
Q001083,Claude3.7,7,Claude3.7_run7.json,SearchFilter,SearchFilter,addKeyword,+ addKeyword (keyword : String),14,1,1250,Class: Search Filter. Method: add Keyword. Signature: add Keyword keyword String.
Q001084,Claude3.7,7,Claude3.7_run7.json,SearchFilter,SearchFilter,matches,+ matches (product : Product) : Boolean,14,1,1251,Class: Search Filter. Method: matches. Signature: matches product Product Boolean.
Q001085,Claude3.7,7,Claude3.7_run7.json,SearchFilter,SearchFilter,setMaxDistance,+ setMaxDistance (distance : Float),14,1,1252,Class: Search Filter. Method: set Max Distance. Signature: set Max Distance distance Float.
Q001086,Claude3.7,7,Claude3.7_run7.json,ServiceProvider,ServiceProvider,updateServiceProviderProfile,+ updateServiceProviderProfile (updatedProfile : UserProfile) : ValidationResult,19,1,1253,Class: Service Provider. Method: update Service Provider Profile. Signature: update Service Provider Profile updated Profile User Profile Validation Result.
Q001087,Claude3.7,7,Claude3.7_run7.json,ServiceRequest,ServiceRequest,cancelRequest,+ cancelRequest (cancelledBy : UserProfile),12,1,1255,Class: Service Request. Method: cancel Request. Signature: cancel Request cancelled By User Profile.
Q001088,Claude3.7,7,Claude3.7_run7.json,ServiceRequest,ServiceRequest,getRequestDetails,+ getRequestDetails () : ServiceRequestDetails,11,1,1257,Class: Service Request. Method: get Request Details. Signature: get Request Details Service Request Details.
Q001089,Claude3.7,7,Claude3.7_run7.json,ServiceRequest,ServiceRequest,isEligibleForCancellation,+ isEligibleForCancellation () : Boolean,12,1,1258,Class: Service Request. Method: is Eligible For Cancellation. Signature: is Eligible For Cancellation Boolean.
Q001090,Claude3.7,7,Claude3.7_run7.json,ServiceRequest,ServiceRequest,submitRequest,+ submitRequest () : ValidationResult,6,1,1260,Class: Service Request. Method: submit Request. Signature: submit Request Validation Result.
Q001091,Claude3.7,7,Claude3.7_run7.json,TimeRange,TimeRange,isValid,+ isValid () : Boolean,20,1,1262,Class: Time Range. Method: is Valid. Signature: is Valid Boolean.
Q001092,Claude3.7,7,Claude3.7_run7.json,TimeRange,TimeRange,overlaps,+ overlaps (other : TimeRange) : Boolean,19,1,1263,Class: Time Range. Method: overlaps. Signature: overlaps other Time Range Boolean.
Q001093,Claude3.7,7,Claude3.7_run7.json,TransportRequest,TransportRequest,validateTransportDetails,+ validateTransportDetails () : ValidationResult,6,1,1264,Class: Transport Request. Method: validate Transport Details. Signature: validate Transport Details Validation Result.
Q001094,Claude3.7,7,Claude3.7_run7.json,UserAccount,UserAccount,activate,+ activate (),1,1,1265,Class: User Account. Method: activate. Signature: activate.
Q001095,Claude3.7,7,Claude3.7_run7.json,UserAccount,UserAccount,deactivate,+ deactivate (reason : String),15,1,1266,Class: User Account. Method: deactivate. Signature: deactivate reason String.
Q001096,Claude3.7,7,Claude3.7_run7.json,UserAccount,UserAccount,isActive,+ isActive () : Boolean,2,1,1267,Class: User Account. Method: is Active. Signature: is Active Boolean.
Q001097,Claude3.7,7,Claude3.7_run7.json,UserAccount,UserAccount,isLocked,+ isLocked () : Boolean,2,1,1268,Class: User Account. Method: is Locked. Signature: is Locked Boolean.
Q001098,Claude3.7,7,Claude3.7_run7.json,UserAccount,UserAccount,lock,+ lock (),2,1,1269,Class: User Account. Method: lock. Signature: lock.
Q001099,Claude3.7,7,Claude3.7_run7.json,UserAccount,UserAccount,register,"+ register (profile : UserProfile, credentials : UserCredentials) : ValidationResult",1,1,1270,Class: User Account. Method: register. Signature: register profile User Profile credentials User Credentials Validation Result.
Q001100,Claude3.7,7,Claude3.7_run7.json,UserAccount,UserAccount,unlock,+ unlock (),2,1,1271,Class: User Account. Method: unlock. Signature: unlock.
Q001101,Claude3.7,7,Claude3.7_run7.json,UserCredentials,UserCredentials,authenticate,"+ authenticate (email : String, password : String) : ValidationResult",2,1,1272,Class: User Credentials. Method: authenticate. Signature: authenticate email String password String Validation Result.
Q001102,Claude3.7,7,Claude3.7_run7.json,UserCredentials,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken () : String,3,1,1273,Class: User Credentials. Method: generate Password Reset Token. Signature: generate Password Reset Token String.
Q001103,Claude3.7,7,Claude3.7_run7.json,UserCredentials,UserCredentials,incrementFailedAttempts,+ incrementFailedAttempts (),2,1,1274,Class: User Credentials. Method: increment Failed Attempts. Signature: increment Failed Attempts.
Q001104,Claude3.7,7,Claude3.7_run7.json,UserCredentials,UserCredentials,isResetTokenValid,+ isResetTokenValid () : Boolean,3,1,1275,Class: User Credentials. Method: is Reset Token Valid. Signature: is Reset Token Valid Boolean.
Q001105,Claude3.7,7,Claude3.7_run7.json,UserCredentials,UserCredentials,resetFailedAttempts,+ resetFailedAttempts (),2,1,1276,Class: User Credentials. Method: reset Failed Attempts. Signature: reset Failed Attempts.
Q001106,Claude3.7,7,Claude3.7_run7.json,UserCredentials,UserCredentials,resetPassword,+ resetPassword (newPassword : String) : ValidationResult,3,1,1277,Class: User Credentials. Method: reset Password. Signature: reset Password new Password String Validation Result.
Q001107,Claude3.7,7,Claude3.7_run7.json,UserCredentials,UserCredentials,updateLastLoginDate,+ updateLastLoginDate (),2,1,1278,Class: User Credentials. Method: update Last Login Date. Signature: update Last Login Date.
Q001108,Claude3.7,7,Claude3.7_run7.json,UserProfile,UserProfile,isEmailVerified,+ isEmailVerified () : Boolean,1,1,1279,Class: User Profile. Method: is Email Verified. Signature: is Email Verified Boolean.
Q001109,Claude3.7,7,Claude3.7_run7.json,UserProfile,UserProfile,updateProfile,+ updateProfile (updatedProfile : UserProfile) : ValidationResult,4,1,1280,Class: User Profile. Method: update Profile. Signature: update Profile updated Profile User Profile Validation Result.
Q001110,Claude3.7,7,Claude3.7_run7.json,UserProfile,UserProfile,validateProfile,+ validateProfile () : ValidationResult,1,1,1281,Class: User Profile. Method: validate Profile. Signature: validate Profile Validation Result.
Q001111,Claude3.7,7,Claude3.7_run7.json,UserProfile,UserProfile,verifyEmail,+ verifyEmail (),1,1,1282,Class: User Profile. Method: verify Email. Signature: verify Email.
Q001112,Claude3.7,7,Claude3.7_run7.json,ValidationResult,ValidationResult,addMessage,+ addMessage (message : String),1,1,1283,Class: Validation Result. Method: add Message. Signature: add Message message String.
Q001113,Claude3.7,7,Claude3.7_run7.json,ValidationResult,ValidationResult,isValid,+ isValid () : Boolean,1,1,1284,Class: Validation Result. Method: is Valid. Signature: is Valid Boolean.
Q001114,Claude3.7,7,Claude3.7_run7.json,WasteJourney,WasteJourney,addStage,+ addStage (stage : Stage),10,1,1285,Class: Waste Journey. Method: add Stage. Signature: add Stage stage Stage.
Q001115,Claude3.7,7,Claude3.7_run7.json,WasteJourney,WasteJourney,cancelJourney,+ cancelJourney (),10,1,1286,Class: Waste Journey. Method: cancel Journey. Signature: cancel Journey.
Q001116,Claude3.7,7,Claude3.7_run7.json,WasteJourney,WasteJourney,completeJourney,+ completeJourney (),10,1,1287,Class: Waste Journey. Method: complete Journey. Signature: complete Journey.
Q001117,Claude3.7,7,Claude3.7_run7.json,WasteJourney,WasteJourney,generateTrackingCode,+ generateTrackingCode () : String,10,1,1288,Class: Waste Journey. Method: generate Tracking Code. Signature: generate Tracking Code String.
Q001118,Claude3.7,7,Claude3.7_run7.json,WasteJourney,WasteJourney,getJourneyStatus,+ getJourneyStatus () : TrackingStatus,10,1,1289,Class: Waste Journey. Method: get Journey Status. Signature: get Journey Status Tracking Status.
Q001119,Claude3.7,7,Claude3.7_run7.json,WasteJourney,WasteJourney,initializeJourney,+ initializeJourney (),10,1,1290,Class: Waste Journey. Method: initialize Journey. Signature: initialize Journey.
Q001120,Claude3.7,7,Claude3.7_run7.json,WasteJourney,WasteJourney,updateCurrentLocation,+ updateCurrentLocation (location : Address),10,1,1291,Class: Waste Journey. Method: update Current Location. Signature: update Current Location location Address.
Q001121,Claude3.7,8,Claude3.7_run8.json,Address,Address,updatePosition,+ updatePosition (position : Coordinates),4,1,1292,Class: Address. Method: update Position. Signature: update Position position Coordinates.
Q001122,Claude3.7,8,Claude3.7_run8.json,Address,Address,validate,+ validate () : ValidationResult,1,1,1293,Class: Address. Method: validate. Signature: validate Validation Result.
Q001123,Claude3.7,8,Claude3.7_run8.json,Address,Address,verifyAddress,+ verifyAddress (),1,1,1294,Class: Address. Method: verify Address. Signature: verify Address.
Q001124,Claude3.7,8,Claude3.7_run8.json,CollectionPoint,CollectionPoint,addOperatingHours,+ addOperatingHours (hours : OpeningHours),20,1,1295,Class: Collection Point. Method: add Operating Hours. Signature: add Operating Hours hours Opening Hours.
Q001125,Claude3.7,8,Claude3.7_run8.json,CollectionPoint,CollectionPoint,createPoint,"+ createPoint (name : String, type : PointType, position : Coordinates) : CollectionPoint",20,1,1296,Class: Collection Point. Method: create Point. Signature: create Point name String type Point Type position Coordinates Collection Point.
Q001126,Claude3.7,8,Claude3.7_run8.json,CollectionPoint,CollectionPoint,updatePosition,+ updatePosition (position : Coordinates),20,1,1299,Class: Collection Point. Method: update Position. Signature: update Position position Coordinates.
Q001127,Claude3.7,8,Claude3.7_run8.json,CollectionPoint,CollectionPoint,validatePoint,+ validatePoint () : ValidationResult,20,1,1300,Class: Collection Point. Method: validate Point. Signature: validate Point Validation Result.
Q001128,Claude3.7,8,Claude3.7_run8.json,CollectionRequest,CollectionRequest,setCollectionLocation,+ setCollectionLocation (location : Address),6,1,1301,Class: Collection Request. Method: set Collection Location. Signature: set Collection Location location Address.
Q001129,Claude3.7,8,Claude3.7_run8.json,CollectionRequest,CollectionRequest,setVehicleType,+ setVehicleType (type : VehicleType),6,1,1302,Class: Collection Request. Method: set Vehicle Type. Signature: set Vehicle Type type Vehicle Type.
Q001130,Claude3.7,8,Claude3.7_run8.json,Coordinates,Coordinates,calculateDistance,+ calculateDistance (other : Coordinates) : Float,14,1,1303,Class: Coordinates. Method: calculate Distance. Signature: calculate Distance other Coordinates Float.
Q001131,Claude3.7,8,Claude3.7_run8.json,NotificationService,NotificationService,notifyAccountDeactivation,+ notifyAccountDeactivation (user : UserProfile),15,1,1304,Class: Notification Service. Method: notify Account Deactivation. Signature: notify Account Deactivation user User Profile.
Q001132,Claude3.7,8,Claude3.7_run8.json,NotificationService,NotificationService,notifyServiceProvider,"+ notifyServiceProvider (provider : ServiceProvider, request : ServiceRequest)",6,1,1306,Class: Notification Service. Method: notify Service Provider. Signature: notify Service Provider provider Service Provider request Service Request.
Q001133,Claude3.7,8,Claude3.7_run8.json,NotificationService,NotificationService,sendPasswordResetEmail,"+ sendPasswordResetEmail (user : UserProfile, token : String)",3,1,1308,Class: Notification Service. Method: send Password Reset Email. Signature: send Password Reset Email user User Profile token String.
Q001134,Claude3.7,8,Claude3.7_run8.json,NotificationService,NotificationService,sendVerificationEmail,+ sendVerificationEmail (user : UserProfile),1,1,1309,Class: Notification Service. Method: send Verification Email. Signature: send Verification Email user User Profile.
Q001135,Claude3.7,8,Claude3.7_run8.json,Product,Product,archive,+ archive (),13,1,1313,Class: Product. Method: archive. Signature: archive.
Q001136,Claude3.7,8,Claude3.7_run8.json,Product,Product,calculateSustainabilityScore,+ calculateSustainabilityScore () : Float,5,1,1314,Class: Product. Method: calculate Sustainability Score. Signature: calculate Sustainability Score Float.
Q001137,Claude3.7,8,Claude3.7_run8.json,Product,Product,createListing,"+ createListing (name : String, category : ProductCategory, description : String) : Product",5,1,1315,Class: Product. Method: create Listing. Signature: create Listing name String category Product Category description String Product.
Q001138,Claude3.7,8,Claude3.7_run8.json,Product,Product,publish,+ publish (),5,1,1316,Class: Product. Method: publish. Signature: publish.
Q001139,Claude3.7,8,Claude3.7_run8.json,Product,Product,recordUpdateTimestamp,+ recordUpdateTimestamp (),13,1,1317,Class: Product. Method: record Update Timestamp. Signature: record Update Timestamp.
Q001140,Claude3.7,8,Claude3.7_run8.json,Product,Product,update,"+ update (name : String, description : String, category : ProductCategory)",13,1,1318,Class: Product. Method: update. Signature: update name String description String category Product Category.
Q001141,Claude3.7,8,Claude3.7_run8.json,Product,Product,updateInventory,+ updateInventory (quantity : Integer),13,1,1319,Class: Product. Method: update Inventory. Signature: update Inventory quantity Integer.
Q001142,Claude3.7,8,Claude3.7_run8.json,Product,Product,validateListing,+ validateListing () : ValidationResult,5,1,1320,Class: Product. Method: validate Listing. Signature: validate Listing Validation Result.
Q001143,Claude3.7,8,Claude3.7_run8.json,RoleManager,RoleManager,assignRole,"+ assignRole (user : UserProfile, role : UserRole) : ValidationResult",21,1,1321,Class: Role Manager. Method: assign Role. Signature: assign Role user User Profile role User Role Validation Result.
Q001144,Claude3.7,8,Claude3.7_run8.json,RoleManager,RoleManager,canChangeRole,"+ canChangeRole (currentRole : UserRole, newRole : UserRole) : Boolean",21,1,1322,Class: Role Manager. Method: can Change Role. Signature: can Change Role current Role User Role new Role User Role Boolean.
Q001145,Claude3.7,8,Claude3.7_run8.json,RoutePlan,RoutePlan,addWaypoint,+ addWaypoint (waypoint : Coordinates),9,1,1323,Class: Route Plan. Method: add Waypoint. Signature: add Waypoint waypoint Coordinates.
Q001146,Claude3.7,8,Claude3.7_run8.json,RoutePlan,RoutePlan,calculateTotalDistance,+ calculateTotalDistance () : Float,9,1,1324,Class: Route Plan. Method: calculate Total Distance. Signature: calculate Total Distance Float.
Q001147,Claude3.7,8,Claude3.7_run8.json,RoutePlan,RoutePlan,optimizeRoute,+ optimizeRoute (),9,1,1325,Class: Route Plan. Method: optimize Route. Signature: optimize Route.
Q001148,Claude3.7,8,Claude3.7_run8.json,SearchFilter,SearchFilter,addCategory,+ addCategory (category : ProductCategory),14,1,1326,Class: Search Filter. Method: add Category. Signature: add Category category Product Category.
Q001149,Claude3.7,8,Claude3.7_run8.json,SearchFilter,SearchFilter,applyFilters,+ applyFilters (products : Product[]) : Product[],14,1,1327,Class: Search Filter. Method: apply Filters. Signature: apply Filters products Product Product.
Q001150,Claude3.7,8,Claude3.7_run8.json,SearchFilter,SearchFilter,isWithinDistance,+ isWithinDistance (product : Product) : Boolean,14,1,1328,Class: Search Filter. Method: is Within Distance. Signature: is Within Distance product Product Boolean.
Q001151,Claude3.7,8,Claude3.7_run8.json,SearchFilter,SearchFilter,matchesKeywords,+ matchesKeywords (product : Product) : Boolean,14,1,1329,Class: Search Filter. Method: matches Keywords. Signature: matches Keywords product Product Boolean.
Q001152,Claude3.7,8,Claude3.7_run8.json,SearchFilter,SearchFilter,setKeywords,+ setKeywords (keywords : String),14,1,1330,Class: Search Filter. Method: set Keywords. Signature: set Keywords keywords String.
Q001153,Claude3.7,8,Claude3.7_run8.json,SearchFilter,SearchFilter,setMaxDistance,+ setMaxDistance (distance : Float),14,1,1331,Class: Search Filter. Method: set Max Distance. Signature: set Max Distance distance Float.
Q001154,Claude3.7,8,Claude3.7_run8.json,ServiceProvider,ServiceProvider,updateCompanyInfo,+ updateCompanyInfo (companyName : String),19,1,1333,Class: Service Provider. Method: update Company Info. Signature: update Company Info company Name String.
Q001155,Claude3.7,8,Claude3.7_run8.json,ServiceRequest,ServiceRequest,cancel,+ cancel (user : UserProfile),12,1,1336,Class: Service Request. Method: cancel. Signature: cancel user User Profile.
Q001156,Claude3.7,8,Claude3.7_run8.json,ServiceRequest,ServiceRequest,createRequest,+ createRequest (requester : UserProfile) : ServiceRequest,6,1,1338,Class: Service Request. Method: create Request. Signature: create Request requester User Profile Service Request.
Q001157,Claude3.7,8,Claude3.7_run8.json,ServiceRequest,ServiceRequest,validateRequest,+ validateRequest () : ValidationResult,6,1,1341,Class: Service Request. Method: validate Request. Signature: validate Request Validation Result.
Q001158,Claude3.7,8,Claude3.7_run8.json,TimeRange,TimeRange,isWithinBusinessHours,+ isWithinBusinessHours () : Boolean,20,1,1342,Class: Time Range. Method: is Within Business Hours. Signature: is Within Business Hours Boolean.
Q001159,Claude3.7,8,Claude3.7_run8.json,TimeRange,TimeRange,overlaps,+ overlaps (other : TimeRange) : Boolean,19,1,1343,Class: Time Range. Method: overlaps. Signature: overlaps other Time Range Boolean.
Q001160,Claude3.7,8,Claude3.7_run8.json,TransportRequest,TransportRequest,setRoutePlan,+ setRoutePlan (plan : RoutePlan),6,1,1344,Class: Transport Request. Method: set Route Plan. Signature: set Route Plan plan Route Plan.
Q001161,Claude3.7,8,Claude3.7_run8.json,UserAccount,UserAccount,activate,+ activate (),1,1,1345,Class: User Account. Method: activate. Signature: activate.
Q001162,Claude3.7,8,Claude3.7_run8.json,UserAccount,UserAccount,create,"+ create (profile : UserProfile, credentials : UserCredentials) : UserAccount",1,1,1346,Class: User Account. Method: create. Signature: create profile User Profile credentials User Credentials User Account.
Q001163,Claude3.7,8,Claude3.7_run8.json,UserAccount,UserAccount,deactivate,+ deactivate (reason : String),15,1,1347,Class: User Account. Method: deactivate. Signature: deactivate reason String.
Q001164,Claude3.7,8,Claude3.7_run8.json,UserAccount,UserAccount,isActive,+ isActive () : Boolean,2,1,1348,Class: User Account. Method: is Active. Signature: is Active Boolean.
Q001165,Claude3.7,8,Claude3.7_run8.json,UserAccount,UserAccount,lock,+ lock (),2,1,1349,Class: User Account. Method: lock. Signature: lock.
Q001166,Claude3.7,8,Claude3.7_run8.json,UserAccount,UserAccount,unlock,+ unlock (),3,1,1350,Class: User Account. Method: unlock. Signature: unlock.
Q001167,Claude3.7,8,Claude3.7_run8.json,UserCredentials,UserCredentials,encryptPassword,+ encryptPassword (password : String),1,1,1351,Class: User Credentials. Method: encrypt Password. Signature: encrypt Password password String.
Q001168,Claude3.7,8,Claude3.7_run8.json,UserCredentials,UserCredentials,generateResetToken,+ generateResetToken () : String,3,1,1352,Class: User Credentials. Method: generate Reset Token. Signature: generate Reset Token String.
Q001169,Claude3.7,8,Claude3.7_run8.json,UserCredentials,UserCredentials,incrementFailedAttempts,+ incrementFailedAttempts (),2,1,1353,Class: User Credentials. Method: increment Failed Attempts. Signature: increment Failed Attempts.
Q001170,Claude3.7,8,Claude3.7_run8.json,UserCredentials,UserCredentials,isResetTokenValid,+ isResetTokenValid () : Boolean,3,1,1354,Class: User Credentials. Method: is Reset Token Valid. Signature: is Reset Token Valid Boolean.
Q001171,Claude3.7,8,Claude3.7_run8.json,UserCredentials,UserCredentials,recordLoginAttempt,+ recordLoginAttempt (successful : Boolean),2,1,1355,Class: User Credentials. Method: record Login Attempt. Signature: record Login Attempt successful Boolean.
Q001172,Claude3.7,8,Claude3.7_run8.json,UserCredentials,UserCredentials,recordSuccessfulLogin,+ recordSuccessfulLogin (),2,1,1356,Class: User Credentials. Method: record Successful Login. Signature: record Successful Login.
